[2023-03-01 20:59:19,975] Register - Step 01: Navigate to 'Register' page
[2023-03-19 15:51:07,969] My Account - Step 02: Navigate to 'My Account' page
[2023-03-19 15:51:08,471] My Account - Step 03: Verify 'Customer Infor' page is displayed
[2023-03-19 15:51:08,545]  -------------------------- PASSED -------------------------- 
[2023-03-19 15:51:08,546] My Account - Step 04: Verify 'First Name' is correctly
[2023-03-19 15:51:08,578] My Account - Step 05: Verify 'Last Name' is correctly
[2023-03-19 15:51:08,603] My Account - Step 06: Verify 'Email' is correctly
[2023-03-19 15:51:08,642] OS name = Mac OS X
[2023-03-19 15:51:08,643] Driver instance name = firefoxdriver: firefox on mac (d092ffdc-0e44-4173-9859-14fab919495b)
[2023-04-01 17:24:42,083] Register - Step 01: Navigate to 'Register' page
[2023-04-01 17:24:43,505] Register - Step 02: Enter to Firstname textbox with value is 'Automation'
[2023-04-01 17:24:43,583] Register - Step 03: Enter to Lastname textbox with value is 'FC'
[2023-04-01 17:24:44,412] Register - Step 04: Enter to Email textbox with value is 'afc5270@mail.vn'
[2023-04-01 17:24:44,496] Register - Step 05: Enter to Password textbox with value is '123456'
[2023-04-01 17:24:44,581] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2023-04-01 17:24:44,633] Register - Step 07: Click to 'Register' button
[2023-04-01 17:24:45,339] Register - Step 08: Verify register success message is displayed
[2023-04-01 17:24:45,466] Login - Step 01: Navigate to login page
[2023-04-01 17:24:45,967] Login - Step 02: Enter to Email textbox with value is 'afc5270@mail.vn'
[2023-04-01 17:24:46,069] Login - Step 03: Enter to Password textbox with value is '123456'
[2023-04-01 17:24:46,132] Login - Step 04: Click to Login button
[2023-04-01 17:24:46,821] My Account - Step 01: Verify 'My Account' link is displayed
[2023-04-01 17:24:46,896]  -------------------------- FAILED -------------------------- 
[2023-04-01 17:24:46,896] My Account - Step 02: Navigate to 'My Account' page
[2023-04-01 17:24:47,322] My Account - Step 03: Verify 'Customer Infor' page is displayed
[2023-04-01 17:24:47,392]  -------------------------- PASSED -------------------------- 
[2023-04-01 17:24:47,392] My Account - Step 04: Verify 'First Name' is correctly
[2023-04-01 17:24:47,417] My Account - Step 05: Verify 'Last Name' is correctly
[2023-04-01 17:24:47,441] My Account - Step 06: Verify 'Email' is correctly
[2023-04-01 17:24:47,468] OS name = Mac OS X
[2023-04-01 17:24:47,468] Driver instance name = firefoxdriver: firefox on mac (f1d354b5-6902-437f-81ae-9bda525bb721)
[2023-04-04 17:26:30,654] Pre-Condition - Step 01: Navigate to login page
[2023-04-04 17:26:31,786] Pre-Condition - Step 02: Set Cookie and reload page
[2023-04-04 17:29:38,563] Pre-Condition - Step 01: Navigate to login page
[2023-04-04 17:29:40,571] Pre-Condition - Step 02: Set Cookie and reload page
[2023-04-04 17:34:43,559] Login - Step 01: Navigate to login page
[2023-04-04 17:34:47,719] Login - Step 02: Enter to Email textbox with value is 'afc4196@mail.vn'
[2023-04-04 17:34:47,809] Login - Step 03: Enter to Password textbox with value is '123456'
[2023-04-04 17:34:47,907] Login - Step 04: Click to Login button
[2023-06-03 19:08:15,710] Register - Step 01: Navigate to 'Register' page
[2023-06-03 19:08:19,223] Register - Step 02: Enter to Firstname textbox with value is 'Automation'
[2023-06-03 19:08:20,426] Register - Step 03: Enter to Lastname textbox with value is 'FC'
[2023-06-03 19:08:21,308] Register - Step 04: Enter to Email textbox with value is 'afc6658@mail.vn'
[2023-06-03 19:08:21,597] Register - Step 05: Enter to Password textbox with value is '123456'
[2023-06-03 19:08:21,840] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2023-06-03 19:08:22,042] Register - Step 07: Click to 'Register' button
[2023-06-03 19:08:23,997] Register - Step 08: Verify register success message is displayed
[2023-06-03 19:08:24,157]  -------------------------- FAILED -------------------------- 
[2023-06-03 19:08:24,222] Login - Step 01: Navigate to login page
[2023-06-03 19:08:26,778] Login - Step 02: Enter to Email textbox with value is 'afc6658@mail.vn'
[2023-06-03 19:08:27,156] Login - Step 03: Enter to PasswGiá Như Chưa Từng Quenord textbox with value is '123456'
[2023-06-03 19:08:27,579] Login - Step 04: Click to Login button
[2023-06-03 19:08:28,782] Login - Step 05: Verify 'My Account' link is displayed
[2023-06-03 19:08:28,882]  -------------------------- FAILED -------------------------- 
[2023-06-03 19:08:28,882] Login - Step 06: Navigate to 'My Account' page
[2023-06-03 19:08:29,820] Login - Step 07: Verify 'Customer Infor' page is displayed
[2023-06-03 19:08:29,917]  -------------------------- FAILED -------------------------- 
[2023-06-03 19:10:09,162] Register - Step 01: Navigate to 'Register' page
[2023-06-03 19:10:11,899] Register - Step 02: Enter to Firstname textbox with value is 'Automation'
[2023-06-03 19:10:12,981] Register - Step 03: Enter to Lastname textbox with value is 'FC'
[2023-06-03 19:10:13,830] Register - Step 04: Enter to Email textbox with value is 'afc1573@mail.vn'
[2023-06-03 19:10:14,115] Register - Step 05: Enter to Password textbox with value is '123456'
[2023-06-03 19:10:14,341] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2023-06-03 19:10:14,614] Register - Step 07: Click to 'Register' button
[2023-06-03 19:10:16,484] Register - Step 08: Verify register success message is displayed
[2023-06-03 19:10:16,642]  -------------------------- PASSED -------------------------- 
[2023-06-03 19:10:16,700] Login - Step 01: Navigate to login page
[2023-06-03 19:10:17,286] Login - Step 02: Enter to Email textbox with value is 'afc1573@mail.vn'
[2023-06-03 19:10:17,398] Login - Step 03: Enter to PasswGiá Như Chưa Từng Quenord textbox with value is '123456'
[2023-06-03 19:10:17,622] Login - Step 04: Click to Login button
[2023-06-03 19:10:20,874] Login - Step 05: Verify 'My Account' link is displayed
[2023-06-03 19:10:21,104]  -------------------------- FAILED -------------------------- 
[2023-06-03 19:10:21,104] Login - Step 06: Navigate to 'My Account' page
[2023-06-03 19:10:25,697] Login - Step 07: Verify 'Customer Infor' page is displayed
[2023-06-03 19:10:25,812]  -------------------------- FAILED -------------------------- 
[2023-06-07 23:07:49,835] Register - Step 01: Navigate to 'Register' page
[2023-06-07 23:07:50,952] Register - Step 02: Enter to Firstname textbox with value is 'Automation'
[2023-06-07 23:07:51,361] Register - Step 03: Enter to Lastname textbox with value is 'FC'
[2023-06-07 23:07:51,429] Register - Step 04: Enter to Email textbox with value is 'afc4401@mail.vn'
[2023-06-07 23:07:51,514] Register - Step 05: Enter to Password textbox with value is '123456'
[2023-06-07 23:07:51,599] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2023-06-07 23:07:51,659] Register - Step 07: Click to 'Register' button
[2023-06-07 23:07:52,477] Register - Step 08: Verify register success message is displayed
[2023-06-07 23:07:52,516]  -------------------------- PASSED -------------------------- 
[2023-06-07 23:07:52,566] Login - Step 01: Navigate to login page
[2023-06-07 23:07:52,916] Login - Step 02: Enter to Email textbox with value is 'afc4401@mail.vn'
[2023-06-07 23:07:52,993] Login - Step 03: Enter to PasswGiá Như Chưa Từng Quenord textbox with value is '123456'
[2023-06-07 23:07:53,052] Login - Step 04: Click to Login button
[2023-06-07 23:07:53,687] Login - Step 05: Verify 'My Account' link is displayed
[2023-06-07 23:07:53,714]  -------------------------- FAILED -------------------------- 
[2023-06-07 23:07:53,714] Login - Step 06: Navigate to 'My Account' page
[2023-06-07 23:07:54,209] Login - Step 07: Verify 'Customer Infor' page is displayed
[2023-06-07 23:07:54,243]  -------------------------- FAILED -------------------------- 
[2023-06-07 23:09:20,071] Register - Step 01: Navigate to 'Register' page
[2023-06-07 23:09:21,043] Register - Step 02: Enter to Firstname textbox with value is 'Automation'
[2023-06-07 23:09:21,332] Register - Step 03: Enter to Lastname textbox with value is 'FC'
[2023-06-07 23:09:21,394] Register - Step 04: Enter to Email textbox with value is 'afc3738@mail.vn'
[2023-06-07 23:09:21,460] Register - Step 05: Enter to Password textbox with value is '123456'
[2023-06-07 23:09:21,533] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2023-06-07 23:09:21,596] Register - Step 07: Click to 'Register' button
[2023-06-07 23:09:22,460] Register - Step 08: Verify register success message is displayed
[2023-06-07 23:09:22,499]  -------------------------- PASSED -------------------------- 
[2023-06-07 23:09:22,553] Login - Step 01: Navigate to login page
[2023-06-07 23:09:22,931] Login - Step 02: Enter to Email textbox with value is 'afc3738@mail.vn'
[2023-06-07 23:09:23,019] Login - Step 03: Enter to PasswGiá Như Chưa Từng Quenord textbox with value is '123456'
[2023-06-07 23:09:23,098] Login - Step 04: Click to Login button
[2023-06-07 23:09:23,796] Login - Step 05: Verify 'My Account' link is displayed
[2023-06-07 23:09:23,836]  -------------------------- PASSED -------------------------- 
[2023-06-07 23:09:23,836] Login - Step 06: Navigate to 'My Account' page
[2023-06-07 23:09:24,626] Login - Step 07: Verify 'Customer Infor' page is displayed
[2023-06-07 23:09:24,661]  -------------------------- PASSED -------------------------- 
[2023-06-07 23:12:30,636] Register - Step 01: Navigate to 'Register' page
[2023-06-07 23:12:30,699] Register - Step 02: Enter to Firstname textbox with value is 'Automation'
[2023-06-07 23:12:31,830] Register - Step 03: Enter to Lastname textbox with value is 'FC'
[2023-06-07 23:12:31,918] Register - Step 04: Enter to Email textbox with value is 'afc5649@mail.vn'
[2023-06-07 23:12:32,182] Register - Step 05: Enter to Password textbox with value is '123456'
[2023-06-07 23:12:32,282] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2023-06-07 23:12:32,379] Register - Step 07: Click to 'Register' button
[2023-06-07 23:12:32,439] Register - Step 08: Verify register success message is displayed
[2023-06-07 23:12:33,585]  -------------------------- PASSED -------------------------- 
[2023-06-07 23:12:33,631] Login - Step 01: Navigate to login page
[2023-06-07 23:12:33,662] Login - Step 02: Enter to Email textbox with value is 'afc5649@mail.vn'
[2023-06-07 23:12:34,693] Login - Step 03: Enter to PasswGiá Như Chưa Từng Quenord textbox with value is '123456'
[2023-06-07 23:12:34,806] Login - Step 04: Click to Login button
[2023-06-07 23:12:34,846] Login - Step 05: Verify 'My Account' link is displayed
[2023-06-07 23:12:36,152]  -------------------------- PASSED -------------------------- 
[2023-06-07 23:12:36,152] Login - Step 06: Navigate to 'My Account' page
[2023-06-07 23:12:36,222] Login - Step 07: Verify 'Customer Infor' page is displayed
[2023-06-07 23:12:37,080]  -------------------------- PASSED -------------------------- 
[2023-07-01 16:51:47,539] OS name = Mac OS X
[2023-07-01 16:51:47,540] Driver instance name = safaridriver: safari on mac (9facbf14-3c31-428a-9cf2-8c444010b7bd)
[2023-07-01 16:54:22,933] Register - Step 01: Navigate to 'Register' page
[2023-07-01 16:54:24,084] Register - Step 02: Enter to Firstname textbox with value is 'Melva'
[2023-07-01 16:54:24,263] Register - Step 03: Enter to Lastname textbox with value is 'Hane'
[2023-07-01 16:54:24,498] Register - Step 04: Enter to Email textbox with value is 'burl.gleason@gmail.com'
[2023-07-01 16:54:24,836] Register - Step 05: Enter to Password textbox with value is 'pac51vD!V&v'
[2023-07-01 16:54:24,990] Register - Step 06: Enter to Confirm Password textbox with value is 'pac51vD!V&v'
[2023-07-01 16:54:25,128] Register - Step 07: Click to 'Register' button
[2023-07-01 16:54:25,172] Register - Step 08: Verify register success message is displayed
[2023-07-01 16:54:26,559] Login - Step 01: Navigate to login page
[2023-07-01 16:54:26,592] Login - Step 02: Enter to Email textbox with value is 'burl.gleason@gmail.com'
[2023-07-01 16:54:27,693] Login - Step 03: Enter to Password textbox with value is 'pac51vD!V&v'
[2023-07-01 16:54:27,849] Login - Step 04: Click to Login button
[2023-07-01 16:54:27,901] My Account - Step 01: Verify 'My Account' link is displayed
[2023-07-01 16:54:29,135]  -------------------------- FAILED -------------------------- 
[2023-07-01 16:54:29,136] My Account - Step 02: Navigate to 'My Account' page
[2023-07-01 16:54:29,186] My Account - Step 03: Verify 'Customer Infor' page is displayed
[2023-07-01 16:54:30,138]  -------------------------- PASSED -------------------------- 
[2023-07-01 16:54:30,138] My Account - Step 04: Verify 'First Name' is correctly
[2023-07-01 16:54:30,184] My Account - Step 05: Verify 'Last Name' is correctly
[2023-07-01 16:54:30,217] My Account - Step 06: Verify 'Email' is correctly
[2023-07-01 16:54:30,254] OS name = Mac OS X
[2023-07-01 16:54:30,254] Driver instance name = safaridriver: safari on mac (fece926f-f834-41aa-be0f-8294890482d2)
[2023-07-06 23:06:42,830] Register - Step 01: Navigate to 'Register' page
[2023-07-06 23:06:44,297] Register - Step 02: Enter to Firstname textbox with value is 'Thao'
[2023-07-06 23:06:44,578] Register - Step 03: Enter to Lastname textbox with value is 'Nguyen'
[2023-07-06 23:06:44,824] Login - Step 01: Navigate to login page
[2023-07-06 23:06:44,876] Login - Step 02: Enter to Email textbox with value is 'fc@gmail.vn3675@gmail.com'
[2023-07-06 23:06:44,932] Login - Step 03: Enter to Password textbox with value is '123456'
[2023-07-06 23:06:44,980] Login - Step 04: Click to Login button
[2023-07-06 23:06:45,801] OS name = Mac OS X
[2023-07-06 23:06:45,801] Driver instance name = safaridriver: safari on mac (b5916ff5-b735-402e-b363-bf2e4ae278c7)
[2023-07-06 23:08:28,321] Register - Step 01: Navigate to 'Register' page
[2023-07-06 23:08:29,355] Register - Step 02: Enter to Firstname textbox with value is 'Thao'
[2023-07-06 23:08:29,548] Register - Step 03: Enter to Lastname textbox with value is 'Nguyen'
[2023-07-06 23:08:29,835] Register - Step 04: Enter to Email textbox with value is 'fc@gmail.vn7071@gmail.com'
[2023-07-06 23:08:30,212] Register - Step 05: Enter to Password textbox with value is '123456'
[2023-07-06 23:08:30,367] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2023-07-06 23:08:30,480] Register - Step 07: Click to 'Register' button
[2023-07-06 23:08:30,554] Register - Step 08: Verify register success message is displayed
[2023-07-06 23:09:44,107] OS name = Mac OS X
[2023-07-06 23:09:44,109] 
[2023-07-06 23:10:13,869] OS name = Mac OS X
[2023-07-06 23:10:13,872] 
[2023-07-06 23:11:00,620] OS name = Mac OS X
[2023-07-06 23:11:00,621] 
[2023-07-06 23:12:15,664] Register - Step 01: Navigate to 'Register' page
[2023-07-06 23:12:18,926] Register - Step 02: Enter to Firstname textbox with value is 'Thao'
[2023-07-06 23:12:19,681] Register - Step 03: Enter to Lastname textbox with value is 'Nguyen'
[2023-07-06 23:12:20,994] Register - Step 04: Enter to Email textbox with value is 'fc5652@gmail.com'
[2023-07-06 23:12:22,338] Register - Step 05: Enter to Password textbox with value is '123456'
[2023-07-06 23:12:23,558] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2023-07-06 23:12:23,786] Register - Step 07: Click to 'Register' button
[2023-07-06 23:12:27,039] Register - Step 08: Verify register success message is displayed
[2023-07-06 23:12:27,282] Login - Step 01: Navigate to login page
[2023-07-06 23:12:29,839] Login - Step 02: Enter to Email textbox with value is 'fc5652@gmail.com'
[2023-07-06 23:12:30,367] Login - Step 03: Enter to Password textbox with value is '123456'
[2023-07-06 23:12:30,865] Login - Step 04: Click to Login button
[2023-07-06 23:12:32,117] OS name = Mac OS X
[2023-07-06 23:12:32,117] Driver instance name = chromedriver: chrome on mac (44e147c806f83236abfe9d7ee5fae8e5)
